risk_budget,method,seed,mean_success,ci95_success,mean_valid_invariance_retention,ci95_valid_invariance_retention,mean_invalid_invariance_rejection,ci95_invalid_invariance_rejection,mean_action_equivalence_f1,ci95_action_equivalence_f1,mean_false_invariance_acceptance,ci95_false_invariance_acceptance,mean_contact_frame_violation,ci95_contact_frame_violation,mean_affordance_violation,ci95_affordance_violation,mean_temporal_order_violation,ci95_temporal_order_violation,mean_unsafe_action,ci95_unsafe_action,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_observation_equivalence_score,ci95_observation_equivalence_score,mean_action_equivalence_score,ci95_action_equivalence_score,mean_physical_validity_margin,ci95_physical_validity_margin,mean_over_invariance_rate,ci95_over_invariance_rate,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,mean_coverage,ci95_coverage,mean_risk_score,ci95_risk_score,groups
0.2,causal_representation_proxy,0,0.428933,0.035207,0.489583,0.042043,0.535417,0.042582,0.45,0.043253,0.154167,0.036649,0.083333,0.024655,0.064583,0.022874,0.04375,0.017183,0.070833,0.0245,0.122917,0.028316,0.214583,0.040342,0.510417,0.047333,0.435417,0.042898,0.520833,0.045526,0.16875,0.035105,0.0,0.0,0.445899,0.036444,0.614404,0.043814,0.088833,0.01494,80
0.2,causal_representation_proxy,1,0.461194,0.041859,0.489583,0.038697,0.522917,0.044158,0.4125,0.046115,0.183333,0.033685,0.108333,0.028528,0.072917,0.021622,0.039583,0.019486,0.06875,0.025125,0.108333,0.030251,0.197917,0.036334,0.54375,0.042602,0.460417,0.045477,0.5,0.04792,0.147917,0.03675,0.0,0.0,0.472186,0.044151,0.63055,0.045051,0.100542,0.013697,80
0.2,causal_representation_proxy,2,0.490559,0.039209,0.502083,0.048443,0.566667,0.043719,0.475,0.047246,0.195833,0.039317,0.097917,0.028877,0.060417,0.021148,0.054167,0.021568,0.0875,0.026614,0.091667,0.028409,0.183333,0.032146,0.514583,0.043172,0.477083,0.046758,0.491667,0.046453,0.179167,0.040166,0.0,0.0,0.504976,0.040873,0.644704,0.046353,0.107042,0.016158,80
0.2,causal_representation_proxy,3,0.464687,0.039604,0.445833,0.044551,0.504167,0.04648,0.491667,0.048236,0.158333,0.033332,0.077083,0.022464,0.04375,0.018139,0.064583,0.022123,0.089583,0.027835,0.108333,0.031348,0.2125,0.037649,0.522917,0.04853,0.429167,0.042614,0.485417,0.048687,0.14375,0.037093,0.0,0.0,0.478848,0.041101,0.605,0.042536,0.0935,0.013291,80
0.2,causal_representation_proxy,4,0.452317,0.03756,0.477083,0.040986,0.504167,0.047201,0.4625,0.047557,0.166667,0.035348,0.079167,0.025313,0.052083,0.021425,0.04375,0.018139,0.1,0.02823,0.125,0.029915,0.191667,0.037705,0.539583,0.048356,0.504167,0.044247,0.529167,0.040998,0.183333,0.037481,0.0,0.0,0.471304,0.039258,0.678537,0.044674,0.097833,0.015333,80
0.2,causal_representation_proxy,5,0.453962,0.038859,0.464583,0.042976,0.54375,0.048877,0.491667,0.038503,0.195833,0.036649,0.077083,0.023204,0.041667,0.016942,0.041667,0.01883,0.0625,0.022033,0.114583,0.027004,0.204167,0.033872,0.475,0.049,0.43125,0.043368,0.489583,0.044766,0.141667,0.032407,0.0,0.0,0.468824,0.039006,0.606808,0.043354,0.091292,0.013213,80
0.2,causal_representation_proxy,6,0.425752,0.038356,0.483333,0.044485,0.51875,0.043484,0.464583,0.042976,0.160417,0.034105,0.06875,0.022276,0.070833,0.0245,0.039583,0.019486,0.083333,0.027869,0.095833,0.023801,0.160417,0.034596,0.572917,0.044197,0.429167,0.041814,0.5125,0.045303,0.1625,0.038095,0.0,0.0,0.442069,0.038809,0.606958,0.042073,0.091958,0.014246,80
0.2,causal_representation_proxy,7,0.426448,0.036351,0.4875,0.044928,0.554167,0.040998,0.464583,0.039282,0.164583,0.032612,0.085417,0.02465,0.064583,0.02054,0.052083,0.023672,0.091667,0.025263,0.116667,0.029287,0.175,0.036707,0.541667,0.048096,0.404167,0.048888,0.479167,0.045895,0.160417,0.035559,0.0,0.0,0.437341,0.037609,0.572137,0.046859,0.098958,0.015231,80
0.2,causal_representation_proxy,8,0.439522,0.043095,0.447917,0.040924,0.541667,0.040051,0.447917,0.047064,0.154167,0.032237,0.083333,0.02533,0.058333,0.021033,0.05,0.01874,0.102083,0.03047,0.083333,0.028469,0.18125,0.031932,0.48125,0.040675,0.420833,0.047557,0.508333,0.05259,0.164583,0.038762,0.0,0.0,0.45108,0.044238,0.592379,0.044656,0.097958,0.014964,80
0.2,causal_representation_proxy,9,0.457606,0.045142,0.458333,0.040051,0.495833,0.043477,0.464583,0.040965,0.141667,0.032407,0.079167,0.023942,0.047917,0.021108,0.035417,0.016119,0.0875,0.024637,0.108333,0.030805,0.185417,0.038103,0.5125,0.047486,0.4375,0.042851,0.5,0.046124,0.135417,0.03343,0.0,0.0,0.473539,0.047215,0.612146,0.042398,0.086417,0.013372,80
0.2,conformal_shift_filter,0,0.469331,0.037395,0.429167,0.04417,0.535417,0.040551,0.48125,0.047918,0.133333,0.031509,0.064583,0.021347,0.070833,0.023081,0.0375,0.019251,0.072917,0.02385,0.102083,0.025657,0.23125,0.039196,0.45,0.049446,0.464583,0.040965,0.55625,0.0479,0.147917,0.031826,0.0,0.0,0.492198,0.039343,0.651458,0.038913,0.081333,0.014052,80
0.2,conformal_shift_filter,1,0.524211,0.038949,0.43125,0.042582,0.575,0.052268,0.4625,0.048957,0.125,0.026945,0.072917,0.021622,0.045833,0.019251,0.01875,0.011613,0.047917,0.019442,0.091667,0.026567,0.220833,0.038448,0.4375,0.046986,0.4875,0.047486,0.585417,0.048617,0.114583,0.031074,0.0,0.0,0.554626,0.040683,0.6779,0.045949,0.067083,0.011862,80
0.2,conformal_shift_filter,2,0.49163,0.035347,0.427083,0.049256,0.545833,0.045748,0.458333,0.043292,0.172917,0.037859,0.0625,0.019599,0.04375,0.020745,0.060417,0.021932,0.047917,0.016634,0.114583,0.028227,0.254167,0.034367,0.41875,0.043484,0.458333,0.0452,0.59375,0.045699,0.16875,0.036054,0.0,0.0,0.512419,0.035839,0.650717,0.041287,0.081375,0.014631,80
0.2,conformal_shift_filter,3,0.499191,0.039089,0.475,0.051355,0.529167,0.040584,0.466667,0.044409,0.166667,0.034867,0.070833,0.0245,0.058333,0.021821,0.033333,0.014701,0.045833,0.019251,0.1,0.027008,0.2,0.035538,0.425,0.04105,0.545833,0.040668,0.560417,0.043581,0.127083,0.032482,0.0,0.0,0.526522,0.039257,0.729004,0.038485,0.079833,0.012494,80
0.2,conformal_shift_filter,4,0.476526,0.039458,0.4625,0.044247,0.572917,0.043813,0.46875,0.047243,0.145833,0.037379,0.05625,0.023204,0.070833,0.02077,0.045833,0.019251,0.052083,0.019787,0.1125,0.026487,0.229167,0.035526,0.477083,0.045291,0.466667,0.043642,0.585417,0.044254,0.15,0.035633,0.0,0.0,0.503108,0.040701,0.657421,0.041507,0.077583,0.014627,80
0.2,conformal_shift_filter,5,0.500194,0.034266,0.416667,0.041905,0.560417,0.038214,0.514583,0.041983,0.147917,0.035819,0.060417,0.020334,0.045833,0.019251,0.039583,0.019486,0.058333,0.023317,0.10625,0.030332,0.202083,0.034228,0.485417,0.045828,0.4625,0.046115,0.589583,0.045366,0.145833,0.032027,0.0,0.0,0.527523,0.03464,0.648742,0.041278,0.075958,0.013995,80
0.2,conformal_shift_filter,6,0.487782,0.042998,0.4375,0.044399,0.55625,0.046831,0.475,0.041541,0.13125,0.031128,0.083333,0.023245,0.066667,0.022952,0.047917,0.020292,0.04375,0.019048,0.0875,0.024637,0.19375,0.036956,0.43125,0.040132,0.458333,0.046307,0.572917,0.045328,0.129167,0.036741,0.0,0.0,0.515513,0.043588,0.651058,0.047568,0.076042,0.012806,80
0.2,conformal_shift_filter,7,0.472853,0.039433,0.441667,0.049,0.570833,0.047486,0.483333,0.042146,0.170833,0.043864,0.06875,0.023021,0.045833,0.019251,0.03125,0.018462,0.066667,0.02143,0.10625,0.026784,0.222917,0.037184,0.454167,0.045377,0.420833,0.043477,0.533333,0.046634,0.139583,0.036031,0.0,0.0,0.490493,0.03939,0.601179,0.042525,0.084458,0.013943,80
0.2,conformal_shift_filter,8,0.464495,0.041454,0.45,0.046995,0.558333,0.046161,0.49375,0.045551,0.135417,0.030801,0.060417,0.022689,0.0625,0.023515,0.035417,0.017134,0.064583,0.018825,0.108333,0.02793,0.216667,0.037391,0.429167,0.049232,0.477083,0.047475,0.597917,0.044898,0.120833,0.03128,0.0,0.0,0.492861,0.042512,0.672596,0.04655,0.077,0.012354,80
0.2,conformal_shift_filter,9,0.481258,0.042585,0.4375,0.047344,0.575,0.041459,0.452083,0.043948,0.14375,0.036171,0.05,0.020463,0.060417,0.019486,0.047917,0.021893,0.060417,0.021932,0.1,0.027626,0.235417,0.037523,0.445833,0.043399,0.458333,0.047388,0.58125,0.045384,0.13125,0.032715,0.0,0.0,0.504281,0.04328,0.649962,0.048083,0.077042,0.013881,80
0.2,contact_frame_verifier,0,0.509213,0.040422,0.472917,0.040446,0.60625,0.043967,0.475,0.049,0.14375,0.034743,0.047917,0.01762,0.05625,0.020907,0.039583,0.017668,0.058333,0.021033,0.089583,0.024616,0.216667,0.039584,0.508333,0.040636,0.5,0.043097,0.658333,0.046453,0.11875,0.029168,0.0,0.0,0.547008,0.040288,0.706838,0.041793,0.074375,0.013166,80
0.2,contact_frame_verifier,1,0.528304,0.037263,0.445833,0.04417,0.554167,0.044551,0.5,0.043873,0.141667,0.031882,0.052083,0.020622,0.041667,0.016942,0.041667,0.01883,0.054167,0.019941,0.095833,0.025842,0.208333,0.038327,0.458333,0.048446,0.477083,0.050908,0.6125,0.040998,0.114583,0.033176,0.0,0.0,0.559856,0.038997,0.673671,0.047887,0.071292,0.012094,80
0.2,contact_frame_verifier,2,0.493573,0.039733,0.45625,0.042602,0.5875,0.046115,0.539583,0.042799,0.145833,0.034563,0.052083,0.021425,0.052083,0.021425,0.045833,0.017409,0.064583,0.022123,0.09375,0.02716,0.220833,0.040584,0.49375,0.048773,0.5,0.042703,0.620833,0.047557,0.139583,0.037859,0.0,0.0,0.53048,0.041167,0.697858,0.041391,0.077583,0.013091,80
0.2,contact_frame_verifier,3,0.506571,0.037915,0.45625,0.049563,0.56875,0.043368,0.495833,0.046842,0.110417,0.030719,0.060417,0.023421,0.060417,0.022689,0.0375,0.018353,0.079167,0.023942,0.097917,0.027683,0.216667,0.037839,0.514583,0.04433,0.527083,0.045551,0.577083,0.050974,0.15625,0.04082,0.0,0.0,0.541108,0.040025,0.713754,0.045823,0.075292,0.012896,80
0.2,contact_frame_verifier,4,0.484345,0.035035,0.458333,0.0452,0.570833,0.048192,0.50625,0.04665,0.1125,0.030626,0.066667,0.023676,0.066667,0.022204,0.041667,0.015914,0.064583,0.0236,0.089583,0.027835,0.216667,0.038283,0.504167,0.04648,0.445833,0.044551,0.595833,0.047486,0.13125,0.030581,0.0,0.0,0.516116,0.03705,0.639829,0.042533,0.074042,0.01305,80
0.2,contact_frame_verifier,5,0.521426,0.041326,0.472917,0.04168,0.5875,0.046842,0.516667,0.044863,0.11875,0.034474,0.05625,0.020083,0.058333,0.021033,0.04375,0.021543,0.0625,0.019599,0.108333,0.026693,0.175,0.038503,0.504167,0.045748,0.5,0.043097,0.645833,0.046262,0.104167,0.030955,0.0,0.0,0.559246,0.042532,0.701646,0.041852,0.071958,0.012834,80
0.2,contact_frame_verifier,6,0.50564,0.037754,0.404167,0.043008,0.614583,0.040924,0.504167,0.041895,0.147917,0.038544,0.05625,0.023204,0.054167,0.02077,0.029167,0.013965,0.060417,0.019486,0.102083,0.027561,0.18125,0.032456,0.50625,0.042083,0.483333,0.044103,0.58125,0.045011,0.13125,0.034718,0.0,0.0,0.541377,0.040392,0.673271,0.043672,0.075917,0.013629,80
0.2,contact_frame_verifier,7,0.52867,0.03974,0.45,0.044787,0.595833,0.041408,0.479167,0.045526,0.139583,0.026275,0.039583,0.01564,0.0625,0.022786,0.039583,0.019486,0.075,0.023889,0.095833,0.0245,0.164583,0.032612,0.508333,0.049956,0.464583,0.04452,0.6125,0.047486,0.110417,0.032326,0.0,0.0,0.558183,0.041185,0.660667,0.041303,0.077875,0.01296,80
0.2,contact_frame_verifier,8,0.50018,0.034467,0.435417,0.047029,0.614583,0.04486,0.4875,0.040166,0.141667,0.035869,0.066667,0.02143,0.052083,0.019787,0.04375,0.020745,0.070833,0.028925,0.116667,0.029287,0.229167,0.039998,0.5,0.045386,0.472917,0.04327,0.60625,0.039088,0.1,0.032146,0.0,0.0,0.528116,0.035459,0.6676,0.043487,0.080833,0.014999,80
0.2,contact_frame_verifier,9,0.492171,0.032291,0.464583,0.041781,0.591667,0.047174,0.4875,0.047486,0.125,0.030474,0.064583,0.0236,0.052083,0.020622,0.035417,0.017134,0.070833,0.027117,0.108333,0.02793,0.204167,0.034855,0.5375,0.040668,0.475,0.046887,0.614583,0.040509,0.10625,0.031425,0.0,0.0,0.523563,0.03327,0.668579,0.044763,0.075458,0.013398,80
0.2,contrastive_invariance_learner,0,0.37067,0.03585,0.489583,0.044005,0.4,0.043331,0.452083,0.04433,0.2125,0.04149,0.122917,0.029485,0.075,0.025923,0.045833,0.019251,0.10625,0.031425,0.158333,0.0353,0.14375,0.032741,0.635417,0.043909,0.3625,0.042614,0.297917,0.043755,0.202083,0.036148,0.0,0.0,0.358989,0.036101,0.489679,0.041681,0.1225,0.018919,80
0.2,contrastive_invariance_learner,1,0.37468,0.036594,0.516667,0.04294,0.370833,0.039829,0.425,0.048236,0.1875,0.040833,0.122917,0.033757,0.09375,0.026531,0.0625,0.022033,0.095833,0.02518,0.141667,0.031348,0.164583,0.03652,0.58125,0.044634,0.379167,0.045004,0.320833,0.035716,0.197917,0.040717,0.0,0.0,0.363792,0.038803,0.509233,0.046021,0.118375,0.018282,80
0.2,contrastive_invariance_learner,2,0.353034,0.039483,0.5625,0.044017,0.408333,0.04105,0.360417,0.039603,0.204167,0.04025,0.114583,0.030526,0.091667,0.029574,0.060417,0.024131,0.0875,0.025313,0.129167,0.031816,0.164583,0.032612,0.554167,0.047129,0.322917,0.044387,0.310417,0.038871,0.220833,0.041408,0.0,0.0,0.3394,0.04031,0.457575,0.044253,0.117792,0.01658,80
0.2,contrastive_invariance_learner,3,0.393272,0.033377,0.50625,0.047368,0.372917,0.043192,0.40625,0.047865,0.225,0.036337,0.083333,0.027257,0.072917,0.022389,0.070833,0.02518,0.104167,0.030405,0.133333,0.031509,0.195833,0.042614,0.620833,0.044627,0.339583,0.041273,0.28125,0.038368,0.252083,0.049987,0.0,0.0,0.374715,0.033754,0.466192,0.040681,0.120417,0.01654,80
0.2,contrastive_invariance_learner,4,0.354958,0.031047,0.51875,0.047918,0.372917,0.046578,0.435417,0.037881,0.216667,0.040844,0.10625,0.028613,0.075,0.027195,0.064583,0.021347,0.09375,0.028376,0.133333,0.028705,0.1875,0.034071,0.627083,0.042403,0.34375,0.043231,0.347917,0.041983,0.2375,0.044551,0.0,0.0,0.340398,0.031998,0.480767,0.042448,0.119,0.018143,80
0.2,contrastive_invariance_learner,5,0.366212,0.033417,0.535417,0.045644,0.40625,0.047154,0.410417,0.044615,0.225,0.040719,0.097917,0.026435,0.083333,0.02663,0.075,0.022431,0.0875,0.024637,0.125,0.029915,0.164583,0.036979,0.614583,0.044101,0.370833,0.044247,0.322917,0.039985,0.20625,0.043192,0.0,0.0,0.353782,0.034277,0.510662,0.044772,0.120208,0.015369,80
0.2,contrastive_invariance_learner,6,0.37618,0.032157,0.51875,0.041088,0.402083,0.042582,0.4375,0.043632,0.220833,0.041814,0.114583,0.026371,0.085417,0.025984,0.075,0.024586,0.125,0.035586,0.127083,0.028613,0.158333,0.032303,0.572917,0.042641,0.366667,0.038722,0.275,0.037705,0.227083,0.044349,0.0,0.0,0.358333,0.035293,0.482979,0.040013,0.133792,0.019616,80
0.2,contrastive_invariance_learner,7,0.374273,0.03459,0.479167,0.045153,0.40625,0.039346,0.452083,0.046195,0.208333,0.041296,0.09375,0.02716,0.08125,0.02465,0.070833,0.02077,0.110417,0.029599,0.133333,0.029858,0.195833,0.03524,0.6,0.047424,0.327083,0.04168,0.254167,0.039829,0.229167,0.046986,0.0,0.0,0.359084,0.035861,0.448546,0.043155,0.1215,0.017749,80
0.2,contrastive_invariance_learner,8,0.368315,0.034485,0.520833,0.046625,0.404167,0.048192,0.4375,0.047699,0.214583,0.043172,0.085417,0.029052,0.06875,0.022276,0.05625,0.019224,0.127083,0.030332,0.141667,0.032407,0.195833,0.032237,0.564583,0.047741,0.354167,0.042455,0.277083,0.043851,0.23125,0.044063,0.0,0.0,0.354031,0.035237,0.477992,0.043965,0.12275,0.018841,80
0.2,contrastive_invariance_learner,9,0.359087,0.034894,0.5375,0.042693,0.3875,0.037559,0.416667,0.049309,0.233333,0.045978,0.1,0.02823,0.091667,0.025923,0.05625,0.018325,0.114583,0.028227,0.135417,0.031879,0.185417,0.037658,0.558333,0.042346,0.372917,0.044349,0.314583,0.038544,0.21875,0.040509,0.0,0.0,0.341598,0.035882,0.496179,0.045471,0.129792,0.020191,80
0.2,domain_randomization,0,0.350698,0.0329,0.4625,0.046115,0.425,0.047885,0.4125,0.039402,0.208333,0.039627,0.075,0.024586,0.095833,0.028925,0.0625,0.024223,0.1,0.026375,0.125,0.031023,0.14375,0.030609,0.525,0.042346,0.295833,0.048611,0.322917,0.040405,0.23125,0.042898,0.0,0.0,0.340459,0.033978,0.435496,0.048305,0.116333,0.015831,80
0.2,domain_randomization,1,0.364643,0.037241,0.497917,0.037433,0.420833,0.049301,0.420833,0.04149,0.183333,0.035633,0.122917,0.031155,0.08125,0.026626,0.054167,0.02077,0.116667,0.030969,0.139583,0.033606,0.1625,0.03128,0.55625,0.04719,0.377083,0.040153,0.329167,0.044627,0.247917,0.044634,0.0,0.0,0.353283,0.038864,0.512733,0.041049,0.120625,0.017234,80
0.2,domain_randomization,2,0.34906,0.035915,0.5,0.047566,0.383333,0.049786,0.427083,0.043813,0.220833,0.043008,0.091667,0.026567,0.095833,0.028335,0.0625,0.022786,0.104167,0.029273,0.141667,0.035869,0.183333,0.034182,0.570833,0.039744,0.304167,0.041814,0.304167,0.045674,0.258333,0.047174,0.0,0.0,0.331678,0.037026,0.42815,0.044202,0.123583,0.019595,80
0.2,domain_randomization,3,0.381457,0.031561,0.475,0.043525,0.404167,0.046407,0.425,0.043835,0.225,0.044674,0.095833,0.02518,0.0875,0.023226,0.066667,0.023676,0.10625,0.025492,0.120833,0.029617,0.191667,0.034915,0.575,0.048585,0.354167,0.035526,0.308333,0.046887,0.222917,0.045366,0.0,0.0,0.365865,0.032238,0.487437,0.038448,0.125125,0.015973,80
0.2,domain_randomization,4,0.350471,0.035398,0.497917,0.042898,0.427083,0.05321,0.429167,0.039744,0.210417,0.045662,0.091667,0.027195,0.070833,0.02077,0.054167,0.02077,0.116667,0.029858,0.139583,0.030443,0.19375,0.037859,0.585417,0.045384,0.302083,0.038588,0.3,0.042066,0.21875,0.037926,0.0,0.0,0.33576,0.036709,0.430383,0.039842,0.119833,0.01762,80
0.2,domain_randomization,5,0.336019,0.032782,0.4875,0.043008,0.3625,0.042614,0.433333,0.044103,0.204167,0.039402,0.077083,0.02392,0.066667,0.022952,0.0625,0.022786,0.09375,0.02385,0.139583,0.029312,0.152083,0.03348,0.5875,0.046842,0.314583,0.041088,0.29375,0.039517,0.245833,0.043864,0.0,0.0,0.32571,0.033776,0.446387,0.043586,0.109167,0.016143,80
0.2,domain_randomization,6,0.376204,0.034519,0.49375,0.044804,0.397917,0.044444,0.402083,0.040551,0.24375,0.045366,0.110417,0.027835,0.09375,0.025226,0.064583,0.022874,0.114583,0.031613,0.120833,0.029041,0.15,0.030529,0.60625,0.043581,0.358333,0.039456,0.30625,0.044804,0.247917,0.043484,0.0,0.0,0.357443,0.035765,0.481492,0.03964,0.1355,0.019286,80
0.2,domain_randomization,7,0.373653,0.031067,0.491667,0.045349,0.422917,0.040655,0.429167,0.045303,0.2375,0.043786,0.095833,0.027733,0.097917,0.025788,0.077083,0.024616,0.133333,0.03204,0.11875,0.030304,0.195833,0.037107,0.55625,0.048946,0.391667,0.043912,0.327083,0.045179,0.235417,0.044139,0.0,0.0,0.356913,0.032194,0.518658,0.047345,0.139167,0.019612,80
0.2,domain_randomization,8,0.343434,0.030588,0.504167,0.046842,0.433333,0.046344,0.402083,0.04674,0.220833,0.043786,0.075,0.027809,0.085417,0.026626,0.05625,0.020907,0.120833,0.03286,0.147917,0.03287,0.1875,0.035526,0.585417,0.047564,0.30625,0.033606,0.316667,0.040512,0.185417,0.03898,0.0,0.0,0.328079,0.032221,0.433008,0.037307,0.123167,0.019348,80
0.2,domain_randomization,9,0.350244,0.035076,0.529167,0.04677,0.4,0.040512,0.397917,0.044063,0.229167,0.049778,0.1,0.027008,0.077083,0.020907,0.047917,0.019442,0.1,0.025727,0.145833,0.034071,0.195833,0.031709,0.59375,0.044197,0.395833,0.049095,0.314583,0.041088,0.222917,0.039389,0.0,0.0,0.336001,0.036965,0.525954,0.050043,0.121083,0.018521,80
0.2,ensemble_disagreement_filter,0,0.440196,0.036169,0.422917,0.046831,0.539583,0.046214,0.48125,0.043871,0.141667,0.033934,0.079167,0.021724,0.054167,0.019941,0.039583,0.016685,0.058333,0.023317,0.125,0.029345,0.1875,0.035048,0.508333,0.043057,0.4125,0.043864,0.5375,0.04025,0.122917,0.036171,0.0,0.0,0.461097,0.037591,0.596888,0.043604,0.079167,0.0136,80
0.2,ensemble_disagreement_filter,1,0.443432,0.03366,0.4125,0.045748,0.577083,0.048251,0.44375,0.03484,0.154167,0.034268,0.045833,0.020109,0.05,0.01874,0.054167,0.02077,0.054167,0.021568,0.08125,0.025326,0.214583,0.038632,0.460417,0.046578,0.4875,0.041408,0.558333,0.044294,0.145833,0.038711,0.0,0.0,0.47152,0.035608,0.674121,0.040501,0.076,0.012015,80
0.2,ensemble_disagreement_filter,2,0.511062,0.039871,0.360417,0.044425,0.516667,0.046707,0.472917,0.039603,0.15,0.039241,0.075,0.023172,0.066667,0.024379,0.020833,0.012155,0.058333,0.021033,0.095833,0.027733,0.204167,0.033872,0.472917,0.044425,0.497917,0.037433,0.58125,0.045755,0.133333,0.03506,0.0,0.0,0.537372,0.041113,0.690208,0.03786,0.080167,0.01366,80
0.2,ensemble_disagreement_filter,3,0.482555,0.036778,0.40625,0.041842,0.504167,0.040668,0.477083,0.041801,0.15,0.036569,0.060417,0.019486,0.0625,0.024223,0.045833,0.021724,0.05,0.019621,0.072917,0.022389,0.185417,0.034376,0.43125,0.047457,0.472917,0.04327,0.560417,0.043192,0.172917,0.038741,0.0,0.0,0.507174,0.038333,0.659637,0.042293,0.077375,0.013965,80
0.2,ensemble_disagreement_filter,4,0.463752,0.041235,0.36875,0.043368,0.525,0.046161,0.477083,0.044158,0.1375,0.032757,0.060417,0.023421,0.064583,0.022874,0.039583,0.019486,0.058333,0.021821,0.1125,0.030069,0.235417,0.036612,0.466667,0.046271,0.452083,0.044709,0.522917,0.043774,0.15,0.040093,0.0,0.0,0.486386,0.042592,0.633487,0.045923,0.076458,0.013247,80
0.2,ensemble_disagreement_filter,5,0.456959,0.038346,0.4375,0.040833,0.541667,0.043292,0.441667,0.042742,0.147917,0.032352,0.066667,0.02143,0.0625,0.024223,0.045833,0.020932,0.05,0.01874,0.125,0.028171,0.191667,0.03815,0.452083,0.045086,0.447917,0.043717,0.545833,0.045748,0.13125,0.027066,0.0,0.0,0.479222,0.039311,0.632425,0.043968,0.078,0.012752,80
0.2,ensemble_disagreement_filter,6,0.522606,0.036717,0.404167,0.039317,0.527083,0.045551,0.452083,0.043562,0.141667,0.030805,0.0625,0.023515,0.05625,0.017379,0.029167,0.013965,0.072917,0.02385,0.097917,0.027683,0.21875,0.040509,0.464583,0.04452,0.516667,0.043331,0.55625,0.038081,0.177083,0.038258,0.0,0.0,0.549606,0.038413,0.704517,0.041974,0.079625,0.013785,80
0.2,ensemble_disagreement_filter,7,0.418979,0.039738,0.4,0.035633,0.522917,0.040571,0.479167,0.042455,0.141667,0.040303,0.058333,0.018468,0.05625,0.019224,0.05625,0.024616,0.066667,0.020627,0.077083,0.02392,0.245833,0.039829,0.439583,0.046939,0.3875,0.048192,0.529167,0.049574,0.166667,0.0415,0.0,0.0,0.434262,0.039828,0.569346,0.046951,0.08025,0.013881,80
0.2,ensemble_disagreement_filter,8,0.452373,0.042066,0.4,0.043331,0.535417,0.044898,0.441667,0.045424,0.154167,0.033772,0.070833,0.023081,0.08125,0.025326,0.039583,0.018599,0.070833,0.026487,0.110417,0.030719,0.214583,0.034474,0.452083,0.047988,0.464583,0.045644,0.5375,0.042693,0.116667,0.027503,0.0,0.0,0.472428,0.044421,0.646662,0.044709,0.08875,0.013826,80
0.2,ensemble_disagreement_filter,9,0.428586,0.039269,0.433333,0.040093,0.55,0.048061,0.45,0.046271,0.1625,0.037198,0.06875,0.025788,0.052083,0.0222,0.05,0.01874,0.05,0.020463,0.077083,0.02392,0.225,0.036337,0.470833,0.041408,0.402083,0.042183,0.539583,0.046214,0.11875,0.031398,0.0,0.0,0.446629,0.039708,0.587642,0.042678,0.080708,0.014172,80
0.2,equivariant_policy,0,0.311134,0.03585,0.464583,0.043755,0.3125,0.042851,0.43125,0.044139,0.258333,0.045349,0.114583,0.031074,0.0875,0.023226,0.04375,0.017183,0.127083,0.031958,0.141667,0.032924,0.177083,0.033049,0.597917,0.0471,0.29375,0.039517,0.2375,0.037559,0.247917,0.047564,0.0,0.0,0.28506,0.037175,0.400929,0.041385,0.14,0.020086,80
0.2,equivariant_policy,1,0.334059,0.029224,0.46875,0.045792,0.375,0.041296,0.389583,0.038522,0.23125,0.040882,0.114583,0.037926,0.072917,0.02385,0.045833,0.017409,0.125,0.030474,0.125,0.029345,0.15,0.030529,0.579167,0.045004,0.316667,0.044103,0.233333,0.036104,0.28125,0.04486,0.0,0.0,0.312185,0.03017,0.436021,0.045026,0.130792,0.016211,80
0.2,equivariant_policy,2,0.33615,0.031419,0.479167,0.038711,0.3625,0.043399,0.39375,0.042403,0.254167,0.041081,0.11875,0.030856,0.09375,0.025886,0.054167,0.022337,0.104167,0.027488,0.1625,0.03337,0.139583,0.034596,0.566667,0.045978,0.285417,0.042383,0.235417,0.037523,0.258333,0.041459,0.0,0.0,0.311026,0.03261,0.395492,0.044355,0.135125,0.019548,80
0.2,equivariant_policy,3,0.339105,0.038686,0.497917,0.052137,0.339583,0.047011,0.375,0.04368,0.233333,0.046344,0.120833,0.033872,0.083333,0.024655,0.070833,0.023801,0.129167,0.03286,0.125,0.028764,0.18125,0.034474,0.577083,0.042681,0.30625,0.044044,0.2625,0.039744,0.260417,0.043035,0.0,0.0,0.313569,0.0395,0.419992,0.045641,0.138333,0.019082,80
0.2,equivariant_policy,4,0.342211,0.035113,0.527083,0.050808,0.347917,0.04433,0.420833,0.043087,0.25,0.04721,0.116667,0.031509,0.089583,0.023204,0.095833,0.028335,0.147917,0.034376,0.127083,0.032998,0.166667,0.033884,0.58125,0.046849,0.31875,0.043172,0.235417,0.041781,0.285417,0.052039,0.0,0.0,0.313463,0.037017,0.419671,0.044442,0.151208,0.021558,80
0.2,equivariant_policy,5,0.347093,0.032505,0.4875,0.045303,0.322917,0.03956,0.375,0.044065,0.275,0.042742,0.114583,0.029968,0.102083,0.028167,0.05,0.021272,0.141667,0.034915,0.15625,0.032011,0.145833,0.03255,0.533333,0.045904,0.335417,0.038762,0.220833,0.040998,0.25,0.049989,0.0,0.0,0.314467,0.033079,0.435308,0.039339,0.151458,0.019876,80
